date,open,high,low,close,volume,ticker,company,daily_return,return_3d,return_7d,ma5,ma20,ma50,volatility_7d,volatility_20d,vol_ma10,vol_ratio,price_vs_ma20,rsi,bb_upper,bb_lower,bb_width,if_anomaly,if_score,zscore_anomaly,return_zscore,vol_zscore,pump_signal,dump_signal,alert_score,alert_level
2025-10-17,45.93,46.92,45.17,46.04,1761677,BAFL,Bank Alfalah,-0.006259443125404718,-0.01665954720205043,-0.06327568667344863,46.402,47.402499999999996,50.5804,0.020858415884582537,0.022946491457677354,6121532.0,0.28778367898754753,-0.028743209745714975,47.9620852444105,49.503014974451226,45.30198502554877,0.08862464951877717,0,-0.21669737483006252,0,-0.275,-0.692,0,0,0.0,None
2025-10-20,45.35,46.01,44.9,45.46,4718194,BAFL,Bank Alfalah,-0.012597741094700243,-0.002851502522483007,-0.0692055692055693,46.048,47.3445,50.4094,0.020853284550221316,0.02108529735281325,6380414.1,0.7394808434142228,-0.039803989902949484,43.69202220670794,49.594716129970195,45.0942838700298,0.09505712933593849,0,-0.21609757660170342,0,-0.553,-0.281,0,0,0.0,None
2025-10-21,46.13,47.17,45.31,46.24,1840161,BAFL,Bank Alfalah,0.017157941047074354,-0.0019425857975393646,-0.0641570532280914,45.932,47.282,50.24139999999999,0.021881613250755653,0.02101388820851713,4192580.3,0.4389089458823245,-0.022037984856350338,41.12512118566907,49.58404119950309,44.9799588004969,0.09737495027513247,0,-0.20059962575457746,0,0.751,-0.554,0,0,0.0,None
2025-10-22,45.21,45.63,44.55,45.09,2941092,BAFL,Bank Alfalah,-0.024870242214532823,-0.020634231103388245,-0.04531018420495436,45.832,47.17700000000001,50.0488,0.017544072499409778,0.021655017818935696,4006701.4,0.7340432206902165,-0.044237658179955605,37.22563647751018,49.67954691317281,44.67445308682721,0.10609182072279942,0,-0.18148768800791182,0,-1.091,-0.286,0,0,0.0,None
2025-10-23,44.34,45.07,43.88,44.47,4924181,BAFL,Bank Alfalah,-0.01375027722333122,-0.021777386713594415,-0.05019222554463909,45.459999999999994,47.0775,49.8326,0.017753922177998885,0.02160229616057111,3612349.2,1.3631519898463855,-0.05538739312717571,37.8909740365975,49.844363129781904,44.3106368702181,0.11754503232852768,0,-0.19027137916305037,0,-0.603,0.286,0,0,0.0,None
2025-10-24,44.47,44.79,44.04,44.42,8688751,BAFL,Bank Alfalah,-0.0011243534967393387,-0.039359861591695466,-0.025663522702347064,45.136,46.8935,49.5916,0.01567268203088824,0.019751555820452543,4100352.8,2.1190252214394816,-0.05274718244420344,31.439764893226524,49.85655159199789,43.930448408002114,0.12637365911841522,0,-0.13470033516932417,0,-0.05,0.973,0,0,0.0,None
2025-10-27,44.84,45.34,44.14,44.74,1302080,BAFL,Bank Alfalah,0.007203962179198609,-0.007762253271235364,-0.03431901575652918,44.992000000000004,46.807,49.34,0.014056759602578567,0.01855648804604636,4041180.3,0.32220289701006405,-0.044160061528314996,34.10628014710258,49.91935297686987,43.69464702313014,0.1329866463051839,0,-0.19841085264970137,0,0.315,-0.66,0,0,0.0,None
2025-10-28,44.58,45.23,43.88,44.55,6651496,BAFL,Bank Alfalah,-0.004246759052302318,0.0017989655947829863,-0.03236316246741966,44.654,46.6935,49.077999999999996,0.014044693345632839,0.018433560063348262,4035648.2,1.6481852902837264,-0.04590574705160456,25.583864080873184,49.965333704434386,43.421666295565615,0.1401408634762575,0,-0.14578160394555734,0,-0.187,0.545,0,0,0.0,None
2025-10-29,45.41,46.06,44.73,45.4,9348404,BAFL,Bank Alfalah,0.019079685746352437,0.022062134173795434,-0.0013198416190057793,44.716,46.559999999999995,48.8456,0.016006151962866946,0.017872553935094192,4512744.4,2.0715562795889784,-0.024914089346543874,32.73092364877175,49.813183056638394,43.306816943361596,0.1397415402306069,0,-0.1657081732153763,0,0.835,0.93,0,0,0.0,None
2025-10-30,46.12,46.82,45.99,46.41,2347557,BAFL,Bank Alfalah,0.02224669603524232,0.037326776933392924,0.003676470588235281,45.104,46.48049999999999,48.6376,0.017003932509552237,0.018724952029135603,4452359.3,0.5272613555693944,-0.001516765095007128,35.57692302903105,49.662445614672876,43.29855438532711,0.13691529198715277,0,-0.16683506826915223,0,0.974,-0.474,0,0,0.0,None
2025-10-31,45.81,46.43,44.9,45.67,7209504,BAFL,Bank Alfalah,-0.015944839474251182,0.025140291806958537,0.01286316256376141,45.354,46.405,48.4244,0.014986419646793456,0.01867680200735887,4997142.0,1.4427254618740069,-0.015838810472668045,41.29464279261999,49.58871844827615,43.221281551723855,0.1372144574165516,0,-0.18003794901671177,0,-0.7,0.358,0,0,0.0,None
2025-11-03,44.78,44.9,44.32,44.61,2434948,BAFL,Bank Alfalah,-0.023209984672651673,-0.01740088105726867,0.0031481897908702816,45.327999999999996,46.225,48.2042,0.016935153957606346,0.01843470711363586,4768817.4,0.5105978685617107,-0.03493780421774071,38.50156081799979,49.38602248614177,43.063977513858234,0.13676679225844823,0,-0.19934492945874555,0,-1.018,-0.489,0,0,0.0,None
2025-11-04,45.54,46.71,44.6,45.65,2759231,BAFL,Bank Alfalah,0.023313158484644658,-0.016375781081663376,0.027690229626294416,45.548,46.106,48.0352,0.018928652558888013,0.019399707389097187,4860724.4,0.5676583926461659,-0.009890252895287225,50.31847126279631,49.158235763812144,43.05376423618786,0.13240080526378092,0,-0.2102856162448708,0,1.021,-0.437,0,0,0.0,None
2025-11-05,45.87,46.15,45.27,45.71,2893501,BAFL,Bank Alfalah,0.00131434830230015,0.0008758484782132037,0.021680822530174337,45.61,45.934000000000005,47.8846,0.018896644107955527,0.01846847008656808,4855965.3,0.5958652546384546,-0.004876562023667157,46.45308917044129,48.63101121126394,43.23698878873607,0.11742984330583965,0,-0.23614703669947346,0,0.057,-0.412,0,0,0.0,None
2025-11-06,46.22,46.46,45.7,46.08,3819483,BAFL,Bank Alfalah,0.008094508860205574,0.03295225285810344,0.03434343434343434,45.544,45.796,47.722,0.018657910653819665,0.018631584008005676,4745495.5,0.8048649503513383,0.006201414970604366,50.22675728988949,48.12415626171151,43.46784373828849,0.10167509222031075,0,-0.2153661883289526,0,0.354,-0.222,0,0,0.0,None
2025-11-07,45.21,45.25,44.64,44.95,1457629,BAFL,Bank Alfalah,-0.02452256944444431,-0.01533406352683453,-0.009911894273127664,45.4,45.573,47.544399999999996,0.020367992398321044,0.018913971039369967,4022383.3,0.3623794380809009,-0.013670375002442833,47.27854848859129,47.18914355797966,43.95685644202034,0.0709254847363219,0,-0.19479230293758454,0,-1.076,-0.624,0,0,0.0,None
2025-11-10,45.4,46.07,44.36,45.21,6390842,BAFL,Bank Alfalah,0.0057842046718574736,-0.010938525486764439,-0.025856496444731647,45.519999999999996,45.472,47.3672,0.018018481750753667,0.016564464713636498,4531259.5,1.4103897602862954,-0.005761787473483433,44.18079089056144,46.89280184921615,44.051198150783854,0.06249128471080672,0,-0.19120528576714063,0,0.253,0.329,0,0,0.0,None
2025-11-11,45.19,46.32,44.28,45.3,13252515,BAFL,Bank Alfalah,0.001990710019907027,-0.01692708333333337,-0.0081015984234728,45.45,45.396,47.190799999999996,0.017227654684786948,0.016511507382222537,5191361.4,2.552801467453219,-0.0021147237641617966,51.34788180759041,46.66802118486133,44.12397881513867,0.056041113086320815,0,-0.14111780822721504,0,0.086,1.367,0,0,0.0,None
2025-11-12,47.89,48.89,47.04,47.96,14768994,BAFL,Bank Alfalah,0.05871964679911712,0.06696329254727473,0.07509527011880746,45.9,45.514500000000005,47.068400000000004,0.025496723317719818,0.02030665174597631,5733420.4,2.57594820711211,0.05373012995740402,67.75178016800359,47.227686934833265,43.801313065166745,0.07528092958488479,0,-0.029363469155986532,0,2.573,1.388,0,0,0.0,None
2025-11-13,49.6,50.73,48.36,49.55,42395009,BAFL,Bank Alfalah,0.033152627189324324,0.09599646095996461,0.08543263964950709,46.594,45.6755,47.0032,0.026558973583516745,0.02123025501351276,9738165.6,4.353490250771664,0.084826657615465,72.5593666652743,48.148218299659874,43.202781700340125,0.10827328872615463,0,-0.0034325869053988267,1,1.452,3.004,0,0,1.5,Medium
2025-11-14,51.83,52.87,51.08,51.98,180913771,BAFL,Bank Alfalah,0.04904137235116046,0.14746136865342163,0.13716910960402529,48.0,45.972500000000004,47.0212,0.029318566665676088,0.023374686697608928,27108592.3,6.673668960671189,0.1306759475745134,76.85459932670888,49.725190964319246,42.21980903568076,0.1632580766431068,1,0.11595128114926456,1,2.148,5.113,0,0,2.5,High
2025-11-17,53.27,53.62,52.65,53.14,27219977,BAFL,Bank Alfalah,0.022316275490573467,0.10800667222685578,0.15321180555555558,49.586,46.3565,47.082800000000006,0.028935701178397496,0.02318879657178846,29587095.2,0.9199949104838112,0.14633330816290427,79.72318331376303,51.27807559281461,41.434924407185385,0.2123359439435007,1,0.0318975998026888,0,0.977,-0.117,0,0,1.0,Medium
2025-11-18,49.87,50.88,49.14,50.01,29121927,BAFL,Bank Alfalah,-0.05890101618366583,0.009283551967709469,0.1125695216907674,50.528,46.545,47.096399999999996,0.03907597691363107,0.027465381098357857,32223364.8,0.9037518949603922,0.07444408636643146,63.77764489582266,51.72954992209892,41.360450077901085,0.2227758050053724,1,0.0043992312803403655,0,-2.582,-0.132,0,0,1.0,Medium
2025-11-19,46.12,47.3,45.1,46.2,2411131,BAFL,Bank Alfalah,-0.07618476304739041,-0.11119661408233927,0.021897810218978186,50.176,46.6005,47.043800000000005,0.05259570136429031,0.032303027164515545,32175127.8,0.07493772876327161,-0.008594328386849918,49.46236555594098,51.7430632560139,41.457936743986096,0.22070850123511754,1,0.029950633620439482,1,-3.34,-0.885,0,0,2.0,High
2025-11-20,44.57,45.01,43.99,44.5,524124,BAFL,Bank Alfalah,-0.03679653679653683,-0.1625893865261573,-0.017660044150110354,49.166,46.602000000000004,46.9796,0.054873952633011425,0.03328015077125219,31845591.9,0.01645829041726808,-0.04510536028399851,47.14494872327821,51.74196354687044,41.46203645312957,0.2205898264778395,1,0.01686174043187616,0,-1.613,-0.938,0,0,1.0,Medium
2025-11-21,41.55,42.52,40.57,41.54,5010948,BAFL,Bank Alfalah,-0.06651685393258433,-0.16936612677464502,-0.13386155129274402,47.077999999999996,46.458,46.8792,0.05242964009850678,0.036510477943687135,32200923.8,0.15561503859712247,-0.1058590554887025,43.1442608037508,52.000929493365405,40.91507050663459,0.2386210983359635,1,0.04765274452735169,0,-2.916,-0.812,0,0,1.0,Medium
2025-11-24,41.55,42.17,40.25,41.21,2835484,BAFL,Bank Alfalah,-0.007944150216658619,-0.108008658008658,-0.16831483350151355,44.692,46.2815,46.76480000000001,0.047686166819814746,0.03645121050904307,31845388.0,0.08903907843735488,-0.10957942158077032,39.760147575800644,52.26228070946728,40.300719290532726,0.2584523280074349,1,0.0034325869053988267,0,-0.349,-0.872,0,0,1.0,Medium
2025-11-25,41.59,42.39,40.53,41.46,3815592,BAFL,Bank Alfalah,0.0060664887163310866,-0.06831460674157297,-0.20238553289726813,42.982,46.126999999999995,46.619800000000005,0.03843428696126923,0.03651240289076636,30901695.7,0.12347516579810214,-0.10117718472692389,40.283493344125795,52.446187489409915,39.807812510590075,0.2739908292008119,0,-0.05345585038042089,0,0.265,-0.841,0,0,0.0,None
2025-11-26,41.97,42.71,41.16,41.94,3828605,BAFL,Bank Alfalah,0.011577424023154759,0.009629272989889248,-0.2107640195709447,42.13,45.954,46.49679999999999,0.036087755000336716,0.036312209639733944,29807656.8,0.1284436755860662,-0.08734821778109969,40.582347562868385,52.54077271027634,39.36722728972366,0.286668090269966,0,-0.09055818467456817,0,0.507,-0.836,0,0,0.0,None
2025-11-27,41.88,42.65,41.03,41.84,4805545,BAFL,Bank Alfalah,-0.002384358607534387,0.015287551565154045,-0.163367326534693,41.598,45.7255,46.3608,0.035559709136428905,0.03581372262242676,26048710.4,0.1844830291483451,-0.08497446719915626,42.57756560400544,52.55815063769846,38.89284936230153,0.2988551524881756,0,-0.09437513394537517,0,-0.105,-0.785,0,0,0.0,None
2025-11-28,44.43,45.02,44.01,44.52,3210628,BAFL,Bank Alfalah,0.06405353728489493,0.0738060781476122,-0.036363636363636376,42.194,45.668,46.2772,0.040774150454885,0.03881584201461376,8278396.1,0.38783213091241187,-0.025137952176028253,48.52374836631012,52.52193962776531,38.814060372234685,0.3001637745298779,0,-0.023958131553903916,0,2.806,-0.601,0,0,0.0,None
2025-12-01,44.76,45.41,44.04,44.72,881628,BAFL,Bank Alfalah,0.004492362982928988,0.06628516928946127,0.004943820224719175,42.896,45.6735,46.239200000000004,0.03824196742399188,0.03845735935803469,5644561.2,0.15619070619696707,-0.020876438196746953,48.764906274160616,52.524040585661,38.822959414338996,0.2999787879409729,0,-0.08297127478533395,0,0.196,-0.811,0,0,0.0,None
